variable,test statistic,p.value,response,response1,response2,samples,runtime,method,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
Noise,10.82130675068106,0.6563436563436563,UU,U,U,400,3224.388999999999,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.2153469146098814,0.985014985014985,UU,U,U,400,3224.388999999999,mvglm,0,0,0,0,0,0,0,0,0,0
env1,905.7016701031382,9.99000999000999e-4,UU,U,U,400,3364.136999999999,mvglm,0,0,0,0,0,0,0,0,0,0
env2,945.228560589027,9.99000999000999e-4,UU,U,U,400,3364.136999999999,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.783462550509057,0.949050949050949,UU,U,U,400,3364.136999999999,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.361492092663866,0.9110889110889111,UU,U,U,400,3364.136999999999,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1419.3670492894348,9.99000999000999e-4,UU,U,U,625,5253.459000000003,mvglm,0,0,0,0,0,0,0,0,0,0
env2,1486.1504422020462,9.99000999000999e-4,UU,U,U,625,5253.459000000003,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.677417491687265,0.9240759240759241,UU,U,U,625,5253.459000000003,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.015278375560683,0.9100899100899101,UU,U,U,625,5253.459000000003,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1419.3670492894348,9.99000999000999e-4,UU,U,U,625,5337.064000000006,mvglm,0,0,0,0,0,0,0,0,0,0
env2,1486.1504422020462,9.99000999000999e-4,UU,U,U,625,5337.064000000006,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.955084007241567,0.8761238761238761,UU,U,U,625,5337.064000000006,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.416880989640958,0.8831168831168831,UU,U,U,625,5337.064000000006,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1419.3670492894348,9.99000999000999e-4,UU,U,U,625,5246.619999999995,mvglm,0,0,0,0,0,0,0,0,0,0
env2,1486.1504422020462,9.99000999000999e-4,UU,U,U,625,5246.619999999995,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,13.34268305767182,0.4995004995004995,UU,U,U,625,5246.619999999995,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.450817339354671,0.9040959040959041,UU,U,U,625,5246.619999999995,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1419.3670492894348,9.99000999000999e-4,UU,U,U,625,5251.428,mvglm,0,0,0,0,0,0,0,0,0,0
env2,1486.1504422020462,9.99000999000999e-4,UU,U,U,625,5251.428,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.8368783477894794,0.973026973026973,UU,U,U,625,5251.428,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,7.11564575456714,0.8651348651348651,UU,U,U,625,5251.428,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1419.3670492894348,9.99000999000999e-4,UU,U,U,625,5265.322,mvglm,0,0,0,0,0,0,0,0,0,0
env2,1486.1504422020462,9.99000999000999e-4,UU,U,U,625,5265.322,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.618161342622898,0.9120879120879121,UU,U,U,625,5265.322,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.5015900088092167,0.999000999000999,UU,U,U,625,5265.322,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2100.7815743832994,9.99000999000999e-4,UU,U,U,900,7748.516000000003,mvglm,0,0,0,0,0,0,0,0,0,0
env2,2226.419125395889,9.99000999000999e-4,UU,U,U,900,7748.516000000003,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.321293045883067,0.8931068931068931,UU,U,U,900,7748.516000000003,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.4195871886790883,0.9820179820179821,UU,U,U,900,7748.516000000003,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2100.7815743832994,9.99000999000999e-4,UU,U,U,900,7733.476999999999,mvglm,0,0,0,0,0,0,0,0,0,0
env2,2226.419125395889,9.99000999000999e-4,UU,U,U,900,7733.476999999999,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.5874077435046274,0.98001998001998,UU,U,U,900,7733.476999999999,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.039805394207178,0.968031968031968,UU,U,U,900,7733.476999999999,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2100.7815743832994,9.99000999000999e-4,UU,U,U,900,7819.9649999999965,mvglm,0,0,0,0,0,0,0,0,0,0
env2,2226.419125395889,9.99000999000999e-4,UU,U,U,900,7819.9649999999965,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,15.80320020414365,0.3786213786213786,UU,U,U,900,7819.9649999999965,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,13.844082486937623,0.46853146853146854,UU,U,U,900,7819.9649999999965,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2100.7815743832994,9.99000999000999e-4,UU,U,U,900,7803.400999999998,mvglm,0,0,0,0,0,0,0,0,0,0
env2,2226.419125395889,9.99000999000999e-4,UU,U,U,900,7803.400999999998,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,9.941747881091942,0.6863136863136863,UU,U,U,900,7803.400999999998,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.088491719503054,0.949050949050949,UU,U,U,900,7803.400999999998,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2100.7815743832994,9.99000999000999e-4,UU,U,U,900,7881.380000000005,mvglm,0,0,0,0,0,0,0,0,0,0
env2,2226.419125395889,9.99000999000999e-4,UU,U,U,900,7881.380000000005,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.939045037006963,0.8781218781218781,UU,U,U,900,7881.380000000005,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,7.348462323959666,0.8311688311688312,UU,U,U,900,7881.380000000005,mvglm,0,0,0,0,0,0,0,0,0,0
env1,102.82234983421809,9.99000999000999e-4,UL,U,L,25,123.94599999999627,mvglm,0,0,0,0,0,0,0,0,0,0
env2,22.87536648751066,0.14085914085914086,UL,U,L,25,123.94599999999627,mvglm,1,1,1,1,1,0,0,0,0,0
Noise,4.214326309955069,0.8561438561438561,UL,U,L,25,123.94599999999627,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,10.775239893822473,0.5824175824175825,UL,U,L,25,123.94599999999627,mvglm,0,0,0,0,0,0,0,0,0,0
env1,102.82234983421809,9.99000999000999e-4,UL,U,L,25,117.96099999999569,mvglm,0,0,0,0,0,0,0,0,0,0
env2,22.87536648751066,0.14785214785214784,UL,U,L,25,117.96099999999569,mvglm,1,1,1,1,1,0,0,0,0,0
Noise,2.8733921793121198,0.926073926073926,UL,U,L,25,117.96099999999569,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.0378411518161244,0.973026973026973,UL,U,L,25,117.96099999999569,mvglm,0,0,0,0,0,0,0,0,0,0
env1,102.82234983421809,9.99000999000999e-4,UL,U,L,25,126.20900000000256,mvglm,0,0,0,0,0,0,0,0,0,0
env2,22.87536648751066,0.15284715284715283,UL,U,L,25,126.20900000000256,mvglm,1,1,1,1,1,0,0,0,0,0
Noise,2.7794427883540607,0.9170829170829171,UL,U,L,25,126.20900000000256,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,12.19399242171609,0.6193806193806194,UL,U,L,25,126.20900000000256,mvglm,0,0,0,0,0,0,0,0,0,0
env1,102.82234983421809,9.99000999000999e-4,UL,U,L,25,123.83400000000256,mvglm,0,0,0,0,0,0,0,0,0,0
env2,22.87536648751066,0.15184815184815184,UL,U,L,25,123.83400000000256,mvglm,1,1,1,1,1,0,0,0,0,0
Noise,7.788076034990212,0.6533466533466533,UL,U,L,25,123.83400000000256,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.829591842588513,0.7692307692307693,UL,U,L,25,123.83400000000256,mvglm,0,0,0,0,0,0,0,0,0,0
env1,102.82234983421809,9.99000999000999e-4,UL,U,L,25,122.62799999999697,mvglm,0,0,0,0,0,0,0,0,0,0
env2,22.87536648751066,0.13686313686313686,UL,U,L,25,122.62799999999697,mvglm,1,1,1,1,1,0,0,0,0,0
Noise,8.19154841429588,0.5684315684315684,UL,U,L,25,122.62799999999697,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.7275737074602233,0.948051948051948,UL,U,L,25,122.62799999999697,mvglm,0,0,0,0,0,0,0,0,0,0
env1,576.5395361185001,9.99000999000999e-4,UL,U,L,100,358.8390000000072,mvglm,0,0,0,0,0,0,0,0,0,0
env2,84.18434851518856,9.99000999000999e-4,UL,U,L,100,358.8390000000072,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.197039070851133,0.6003996003996004,UL,U,L,100,358.8390000000072,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,10.557114686015609,0.3226773226773227,UL,U,L,100,358.8390000000072,mvglm,0,0,0,0,0,0,0,0,0,0
env1,576.5395361185001,9.99000999000999e-4,UL,U,L,100,362.67699999999604,mvglm,0,0,0,0,0,0,0,0,0,0
env2,84.18434851518856,9.99000999000999e-4,UL,U,L,100,362.67699999999604,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.7697426499859716,0.8161838161838162,UL,U,L,100,362.67699999999604,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.069035663986767,0.8061938061938062,UL,U,L,100,362.67699999999604,mvglm,0,0,0,0,0,0,0,0,0,0
env1,576.5395361185001,9.99000999000999e-4,UL,U,L,100,365.3549999999959,mvglm,0,0,0,0,0,0,0,0,0,0
env2,84.18434851518856,9.99000999000999e-4,UL,U,L,100,365.3549999999959,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,7.2192404677596755,0.5204795204795205,UL,U,L,100,365.3549999999959,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.954891109117568,0.7102897102897103,UL,U,L,100,365.3549999999959,mvglm,0,0,0,0,0,0,0,0,0,0
env1,576.5395361185001,9.99000999000999e-4,UL,U,L,100,369.02999999999884,mvglm,0,0,0,0,0,0,0,0,0,0
env2,84.18434851518856,9.99000999000999e-4,UL,U,L,100,369.02999999999884,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.814850333697791,0.955044955044955,UL,U,L,100,369.02999999999884,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.9029703869441619,0.959040959040959,UL,U,L,100,369.02999999999884,mvglm,0,0,0,0,0,0,0,0,0,0
env1,576.5395361185001,9.99000999000999e-4,UL,U,L,100,381.68799999999464,mvglm,0,0,0,0,0,0,0,0,0,0
env2,84.18434851518856,9.99000999000999e-4,UL,U,L,100,381.68799999999464,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.888421569348623,0.7272727272727273,UL,U,L,100,381.68799999999464,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.0113131270445592,0.965034965034965,UL,U,L,100,381.68799999999464,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1365.7218274470802,9.99000999000999e-4,UL,U,L,225,763.2839999999997,mvglm,0,0,0,0,0,0,0,0,0,0
env2,185.82643380195282,9.99000999000999e-4,UL,U,L,225,763.2839999999997,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.459083377858633,0.6943056943056943,UL,U,L,225,763.2839999999997,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,12.519931721976945,0.14785214785214784,UL,U,L,225,763.2839999999997,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1365.7218274470802,9.99000999000999e-4,UL,U,L,225,747.0449999999983,mvglm,0,0,0,0,0,0,0,0,0,0
env2,185.82643380195282,9.99000999000999e-4,UL,U,L,225,747.0449999999983,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,8.10371945704128,0.38161838161838163,UL,U,L,225,747.0449999999983,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.439284874988516,0.972027972027972,UL,U,L,225,747.0449999999983,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1365.7218274470802,9.99000999000999e-4,UL,U,L,225,743.679999999993,mvglm,0,0,0,0,0,0,0,0,0,0
env2,185.82643380195282,9.99000999000999e-4,UL,U,L,225,743.679999999993,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.8583925552559322,0.965034965034965,UL,U,L,225,743.679999999993,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.9784155972242843,0.9460539460539461,UL,U,L,225,743.679999999993,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1365.7218274470802,9.99000999000999e-4,UL,U,L,225,745.1609999999928,mvglm,0,0,0,0,0,0,0,0,0,0
env2,185.82643380195282,9.99000999000999e-4,UL,U,L,225,745.1609999999928,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.2191689756330106,0.8461538461538461,UL,U,L,225,745.1609999999928,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.7399790577371732,0.959040959040959,UL,U,L,225,745.1609999999928,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1365.7218274470802,9.99000999000999e-4,UL,U,L,225,747.2489999999962,mvglm,0,0,0,0,0,0,0,0,0,0
env2,185.82643380195282,9.99000999000999e-4,UL,U,L,225,747.2489999999962,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.4742900253475,0.7932067932067932,UL,U,L,225,747.2489999999962,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.97966645372594,0.5674325674325674,UL,U,L,225,747.2489999999962,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2527.394480803301,9.99000999000999e-4,UL,U,L,400,1241.1290000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env2,333.20404859794235,9.99000999000999e-4,UL,U,L,400,1241.1290000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,0.6623466780697527,1,UL,U,L,400,1241.1290000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.4931213509223653,0.9090909090909091,UL,U,L,400,1241.1290000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2527.394480803301,9.99000999000999e-4,UL,U,L,400,1248.7050000000017,mvglm,0,0,0,0,0,0,0,0,0,0
env2,333.20404859794235,9.99000999000999e-4,UL,U,L,400,1248.7050000000017,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.6824001209652124,0.8821178821178821,UL,U,L,400,1248.7050000000017,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.082890817667476,0.5574425574425574,UL,U,L,400,1248.7050000000017,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2527.394480803301,9.99000999000999e-4,UL,U,L,400,1247.3680000000022,mvglm,0,0,0,0,0,0,0,0,0,0
env2,333.20404859794235,9.99000999000999e-4,UL,U,L,400,1247.3680000000022,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.424405941389068,0.7132867132867133,UL,U,L,400,1247.3680000000022,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.122692573996801,0.8491508491508492,UL,U,L,400,1247.3680000000022,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2527.394480803301,9.99000999000999e-4,UL,U,L,400,1247.810999999987,mvglm,0,0,0,0,0,0,0,0,0,0
env2,333.20404859794235,9.99000999000999e-4,UL,U,L,400,1247.810999999987,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.013101089076599,0.6383616383616384,UL,U,L,400,1247.810999999987,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.1235597818827046,0.99000999000999,UL,U,L,400,1247.810999999987,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2527.394480803301,9.99000999000999e-4,UL,U,L,400,1247.136999999988,mvglm,0,0,0,0,0,0,0,0,0,0
env2,333.20404859794235,9.99000999000999e-4,UL,U,L,400,1247.136999999988,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,11.83778761840017,0.15384615384615385,UL,U,L,400,1247.136999999988,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.740102406525921,0.5984015984015985,UL,U,L,400,1247.136999999988,mvglm,0,0,0,0,0,0,0,0,0,0
env1,4011.3072791236777,9.99000999000999e-4,UL,U,L,625,1888.8790000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env2,517.5369948268699,9.99000999000999e-4,UL,U,L,625,1888.8790000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.620221241030322,0.8881118881118881,UL,U,L,625,1888.8790000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.097693573012293,0.7282717282717283,UL,U,L,625,1888.8790000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env1,4011.3072791236777,9.99000999000999e-4,UL,U,L,625,1890.8090000000084,mvglm,0,0,0,0,0,0,0,0,0,0
env2,517.5369948268699,9.99000999000999e-4,UL,U,L,625,1890.8090000000084,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.5479724548727063,0.8901098901098901,UL,U,L,625,1890.8090000000084,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.184822149745742,0.5204795204795205,UL,U,L,625,1890.8090000000084,mvglm,0,0,0,0,0,0,0,0,0,0
env1,4011.3072791236777,9.99000999000999e-4,UL,U,L,625,1885.2119999999995,mvglm,0,0,0,0,0,0,0,0,0,0
env2,517.5369948268699,9.99000999000999e-4,UL,U,L,625,1885.2119999999995,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,9.174290334944544,0.2867132867132867,UL,U,L,625,1885.2119999999995,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,7.781649674820528,0.3936063936063936,UL,U,L,625,1885.2119999999995,mvglm,0,0,0,0,0,0,0,0,0,0
env1,4011.3072791236777,9.99000999000999e-4,UL,U,L,625,1887.425000000003,mvglm,0,0,0,0,0,0,0,0,0,0
env2,517.5369948268699,9.99000999000999e-4,UL,U,L,625,1887.425000000003,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,0.9707649325578132,0.99000999000999,UL,U,L,625,1887.425000000003,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.4370652956586127,0.8181818181818182,UL,U,L,625,1887.425000000003,mvglm,0,0,0,0,0,0,0,0,0,0
env1,4011.3072791236777,9.99000999000999e-4,UL,U,L,625,1890.2540000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env2,517.5369948268699,9.99000999000999e-4,UL,U,L,625,1890.2540000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.038502135153067,0.5124875124875125,UL,U,L,625,1890.2540000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,7.429512257996521,0.3906093906093906,UL,U,L,625,1890.2540000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env1,5820.0953592788665,9.99000999000999e-4,UL,U,L,900,2657.524999999994,mvglm,0,0,0,0,0,0,0,0,0,0
env2,745.0656515552573,9.99000999000999e-4,UL,U,L,900,2657.524999999994,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.3011111798341517,0.8061938061938062,UL,U,L,900,2657.524999999994,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.8969574612087854,0.7372627372627373,UL,U,L,900,2657.524999999994,mvglm,0,0,0,0,0,0,0,0,0,0
env1,5820.0953592788665,9.99000999000999e-4,UL,U,L,900,2660.446000000011,mvglm,0,0,0,0,0,0,0,0,0,0
env2,745.0656515552573,9.99000999000999e-4,UL,U,L,900,2660.446000000011,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.7761554412468286,0.9470529470529471,UL,U,L,900,2660.446000000011,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,7.071946064794247,0.3936063936063936,UL,U,L,900,2660.446000000011,mvglm,0,0,0,0,0,0,0,0,0,0
env1,5820.0953592788665,9.99000999000999e-4,UL,U,L,900,2697.324000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env2,745.0656515552573,9.99000999000999e-4,UL,U,L,900,2697.324000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,12.7679138995627,0.11788211788211789,UL,U,L,900,2697.324000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.324065292873911,0.6863136863136863,UL,U,L,900,2697.324000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env1,5820.0953592788665,9.99000999000999e-4,UL,U,L,900,2671.9850000000006,mvglm,0,0,0,0,0,0,0,0,0,0
env2,745.0656515552573,9.99000999000999e-4,UL,U,L,900,2671.9850000000006,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,7.0097400031204415,0.4155844155844156,UL,U,L,900,2671.9850000000006,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.4923424741027702,0.968031968031968,UL,U,L,900,2671.9850000000006,mvglm,0,0,0,0,0,0,0,0,0,0
env1,5820.0953592788665,9.99000999000999e-4,UL,U,L,900,2656.415000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env2,745.0656515552573,9.99000999000999e-4,UL,U,L,900,2656.415000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.3691278279879953,0.8191808191808192,UL,U,L,900,2656.415000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.282380825556174,0.5564435564435565,UL,U,L,900,2656.415000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env1,30.569136645399112,0.01998001998001998,UB,U,B,25,232.44500000000698,mvglm,1,0,0,0,0,0,0,0,0,0
env2,25.564673004958436,0.12187812187812187,UB,U,B,25,232.44500000000698,mvglm,1,1,1,1,1,0,0,0,0,0
Noise,5.899332451941483,0.8071928071928072,UB,U,B,25,232.44500000000698,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,11.028117680922684,0.6873126873126874,UB,U,B,25,232.44500000000698,mvglm,0,0,0,0,0,0,0,0,0,0
env1,30.569136645399112,0.02097902097902098,UB,U,B,25,238.53999999997905,mvglm,1,0,0,0,0,0,0,0,0,0
env2,25.564673004958436,0.13586413586413587,UB,U,B,25,238.53999999997905,mvglm,1,1,1,1,1,0,0,0,0,0
Noise,14.057380607786563,0.36163836163836166,UB,U,B,25,238.53999999997905,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,32.8995197436431,0.45854145854145856,UB,U,B,25,238.53999999997905,mvglm,0,0,0,0,0,0,0,0,0,0
env1,30.569136645399112,0.021978021978021976,UB,U,B,25,227.5119999999879,mvglm,1,0,0,0,0,0,0,0,0,0
env2,25.564673004958436,0.11988011988011987,UB,U,B,25,227.5119999999879,mvglm,1,1,1,1,1,0,0,0,0,0
Noise,18.138832931751274,0.2047952047952048,UB,U,B,25,227.5119999999879,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,12.552094778463925,0.7482517482517482,UB,U,B,25,227.5119999999879,mvglm,0,0,0,0,0,0,0,0,0,0
env1,30.569136645399112,0.01998001998001998,UB,U,B,25,232.48500000001513,mvglm,1,0,0,0,0,0,0,0,0,0
env2,25.564673004958436,0.13386613386613386,UB,U,B,25,232.48500000001513,mvglm,1,1,1,1,1,0,0,0,0,0
Noise,27.619380768500335,0.1258741258741259,UB,U,B,25,232.48500000001513,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,32.99369442740107,0.5504495504495505,UB,U,B,25,232.48500000001513,mvglm,0,0,0,0,0,0,0,0,0,0
env1,30.569136645399112,0.027972027972027972,UB,U,B,25,245.02900000000955,mvglm,1,0,0,0,0,0,0,0,0,0
env2,25.564673004958436,0.11188811188811189,UB,U,B,25,245.02900000000955,mvglm,1,1,1,1,1,0,0,0,0,0
Noise,19.48401589710796,0.14885114885114886,UB,U,B,25,245.02900000000955,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,16.938835474735107,0.6723276723276723,UB,U,B,25,245.02900000000955,mvglm,0,0,0,0,0,0,0,0,0,0
env1,182.0691272192309,9.99000999000999e-4,UB,U,B,100,942.4100000000035,mvglm,0,0,0,0,0,0,0,0,0,0
env2,110.92519863596323,9.99000999000999e-4,UB,U,B,100,942.4100000000035,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,8.790627306999454,0.6793206793206793,UB,U,B,100,942.4100000000035,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,11.351918443806312,0.5884115884115884,UB,U,B,100,942.4100000000035,mvglm,0,0,0,0,0,0,0,0,0,0
env1,182.0691272192309,9.99000999000999e-4,UB,U,B,100,902.0320000000065,mvglm,0,0,0,0,0,0,0,0,0,0
env2,110.92519863596323,9.99000999000999e-4,UB,U,B,100,902.0320000000065,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,12.746184753933449,0.4645354645354645,UB,U,B,100,902.0320000000065,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,9.10540906926093,0.6543456543456544,UB,U,B,100,902.0320000000065,mvglm,0,0,0,0,0,0,0,0,0,0
env1,182.0691272192309,9.99000999000999e-4,UB,U,B,100,911.6420000000217,mvglm,0,0,0,0,0,0,0,0,0,0
env2,110.92519863596323,9.99000999000999e-4,UB,U,B,100,911.6420000000217,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,9.785202473570735,0.6623376623376623,UB,U,B,100,911.6420000000217,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,25.316916917314018,0.17782217782217782,UB,U,B,100,911.6420000000217,mvglm,0,0,0,0,0,0,0,0,0,0
env1,182.0691272192309,9.99000999000999e-4,UB,U,B,100,945.6719999999914,mvglm,0,0,0,0,0,0,0,0,0,0
env2,110.92519863596323,9.99000999000999e-4,UB,U,B,100,945.6719999999914,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.411313433053522,0.906093906093906,UB,U,B,100,945.6719999999914,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.152558063975675,0.8391608391608392,UB,U,B,100,945.6719999999914,mvglm,0,0,0,0,0,0,0,0,0,0
env1,182.0691272192309,9.99000999000999e-4,UB,U,B,100,939.8769999999786,mvglm,0,0,0,0,0,0,0,0,0,0
env2,110.92519863596323,9.99000999000999e-4,UB,U,B,100,939.8769999999786,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,25.80453338511711,0.14385614385614387,UB,U,B,100,939.8769999999786,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.539607190446361,0.8431568431568431,UB,U,B,100,939.8769999999786,mvglm,0,0,0,0,0,0,0,0,0,0
env1,442.7716639913234,9.99000999000999e-4,UB,U,B,225,1945.5299999999988,mvglm,0,0,0,0,0,0,0,0,0,0
env2,276.52223009057684,9.99000999000999e-4,UB,U,B,225,1945.5299999999988,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,15.088070504950338,0.5154845154845155,UB,U,B,225,1945.5299999999988,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,21.1942973628486,0.2937062937062937,UB,U,B,225,1945.5299999999988,mvglm,0,0,0,0,0,0,0,0,0,0
env1,442.7716639913234,9.99000999000999e-4,UB,U,B,225,1958.761999999988,mvglm,0,0,0,0,0,0,0,0,0,0
env2,276.52223009057684,9.99000999000999e-4,UB,U,B,225,1958.761999999988,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,8.287694838894595,0.8721278721278721,UB,U,B,225,1958.761999999988,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,12.841407554706507,0.5684315684315684,UB,U,B,225,1958.761999999988,mvglm,0,0,0,0,0,0,0,0,0,0
env1,442.7716639913234,9.99000999000999e-4,UB,U,B,225,1944.4120000000112,mvglm,0,0,0,0,0,0,0,0,0,0
env2,276.52223009057684,9.99000999000999e-4,UB,U,B,225,1944.4120000000112,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,12.965510187029281,0.6323676323676324,UB,U,B,225,1944.4120000000112,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.202847972090694,0.935064935064935,UB,U,B,225,1944.4120000000112,mvglm,0,0,0,0,0,0,0,0,0,0
