variable,test statistic,p.value,response,response1,response2,samples,runtime,method,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
env1,3.915781381850675,0.001,UB,U,B,25,0.036000000000001364,CCA,0,0,0,0,0,0,0,0,0,0
env2,3.71244804020014,0.001,UB,U,B,25,0.036000000000001364,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.80590535406364,0.002,UB,U,B,25,0.036000000000001364,CCA,0,0,0,0,0,1,1,1,1,1
Noise,2.0433903360505523,0.048,UB,U,B,25,0.036000000000001364,CCA,0,0,0,0,0,0,0,1,1,1
env1,3.939501090464867,0.001,UB,U,B,25,0.03499999999999659,CCA,0,0,0,0,0,0,0,0,0,0
env2,3.339329172703993,0.001,UB,U,B,25,0.03499999999999659,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.9918311503063355,0.013,UB,U,B,25,0.03499999999999659,CCA,0,0,0,0,0,0,1,1,1,1
Noise,2.9138469898950095,0.001,UB,U,B,25,0.03499999999999659,CCA,0,0,0,0,0,1,1,1,1,1
env1,4.666671355632304,0.001,UB,U,B,25,0.027999999999991587,CCA,0,0,0,0,0,0,0,0,0,0
env2,4.161423632632054,0.001,UB,U,B,25,0.027999999999991587,CCA,0,0,0,0,0,0,0,0,0,0
Noise,3.5503380483518607,0.001,UB,U,B,25,0.027999999999991587,CCA,0,0,0,0,0,1,1,1,1,1
Noise,4.297931719807837,0.001,UB,U,B,25,0.027999999999991587,CCA,0,0,0,0,0,1,1,1,1,1
env1,3.6530096329401567,0.001,UB,U,B,25,0.04200000000000159,CCA,0,0,0,0,0,0,0,0,0,0
env2,3.1204052498356347,0.001,UB,U,B,25,0.04200000000000159,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.5701618088712945,0.009,UB,U,B,25,0.04200000000000159,CCA,0,0,0,0,0,1,1,1,1,1
Noise,1.986947970768713,0.029,UB,U,B,25,0.04200000000000159,CCA,0,0,0,0,0,0,1,1,1,1
env1,4.055879677847925,0.001,UB,U,B,25,0.03100000000000591,CCA,0,0,0,0,0,0,0,0,0,0
env2,3.3323496556422465,0.001,UB,U,B,25,0.03100000000000591,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.6202806111172678,0.242,UB,U,B,25,0.03100000000000591,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.9835344429372457,0.001,UB,U,B,25,0.03100000000000591,CCA,0,0,0,0,0,1,1,1,1,1
env1,18.20173359949825,0.001,UB,U,B,100,0.0379999999999967,CCA,0,0,0,0,0,0,0,0,0,0
env2,16.937609054268037,0.001,UB,U,B,100,0.0379999999999967,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.9960053259114167,0.418,UB,U,B,100,0.0379999999999967,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.4727557194795895,0.024,UB,U,B,100,0.0379999999999967,CCA,0,0,0,0,0,0,1,1,1,1
env1,19.845319972728184,0.001,UB,U,B,100,0.04000000000000625,CCA,0,0,0,0,0,0,0,0,0,0
env2,15.897890682002275,0.001,UB,U,B,100,0.04000000000000625,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.2247915483492273,0.28,UB,U,B,100,0.04000000000000625,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.9499970226988007,0.448,UB,U,B,100,0.04000000000000625,CCA,0,0,0,0,0,0,0,0,0,0
env1,18.18289776679363,0.001,UB,U,B,100,0.047000000000011255,CCA,0,0,0,0,0,0,0,0,0,0
env2,16.915920616445593,0.001,UB,U,B,100,0.047000000000011255,CCA,0,0,0,0,0,0,0,0,0,0
Noise,3.2935948619287334,0.004,UB,U,B,100,0.047000000000011255,CCA,0,0,0,0,0,1,1,1,1,1
Noise,0.7494745464311451,0.633,UB,U,B,100,0.047000000000011255,CCA,0,0,0,0,0,0,0,0,0,0
env1,19.497192458505197,0.001,UB,U,B,100,0.02400000000000091,CCA,0,0,0,0,0,0,0,0,0,0
env2,16.748135325899913,0.001,UB,U,B,100,0.02400000000000091,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.8334864757794362,0.567,UB,U,B,100,0.02400000000000091,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.4358122739741297,0.163,UB,U,B,100,0.02400000000000091,CCA,0,0,0,0,0,0,0,0,0,0
env1,18.705532910592666,0.001,UB,U,B,100,0.03999999999999204,CCA,0,0,0,0,0,0,0,0,0,0
env2,16.820161769411065,0.001,UB,U,B,100,0.03999999999999204,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.6811678085495674,0.113,UB,U,B,100,0.03999999999999204,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.5640534276720276,0.786,UB,U,B,100,0.03999999999999204,CCA,0,0,0,0,0,0,0,0,0,0
env1,43.79936893476394,0.001,UB,U,B,225,0.049000000000006594,CCA,0,0,0,0,0,0,0,0,0,0
env2,38.53858356103116,0.001,UB,U,B,225,0.049000000000006594,CCA,0,0,0,0,0,0,0,0,0,0
Noise,4.2591565751747424,0.001,UB,U,B,225,0.049000000000006594,CCA,0,0,0,0,0,1,1,1,1,1
Noise,1.6693000968265022,0.113,UB,U,B,225,0.049000000000006594,CCA,0,0,0,0,0,0,0,0,0,0
env1,44.75778749560696,0.001,UB,U,B,225,0.045000000000015916,CCA,0,0,0,0,0,0,0,0,0,0
env2,38.469632343533185,0.001,UB,U,B,225,0.045000000000015916,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.8159422196148727,0.009,UB,U,B,225,0.045000000000015916,CCA,0,0,0,0,0,1,1,1,1,1
Noise,1.8105338904904633,0.075,UB,U,B,225,0.045000000000015916,CCA,0,0,0,0,0,0,0,0,0,1
env1,44.11998809825756,0.001,UB,U,B,225,0.054000000000002046,CCA,0,0,0,0,0,0,0,0,0,0
env2,36.99756912151639,0.001,UB,U,B,225,0.054000000000002046,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.7039477063396176,0.688,UB,U,B,225,0.054000000000002046,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.7319297105325682,0.672,UB,U,B,225,0.054000000000002046,CCA,0,0,0,0,0,0,0,0,0,0
env1,44.45161784374323,0.001,UB,U,B,225,0.05299999999999727,CCA,0,0,0,0,0,0,0,0,0,0
env2,37.96117774424117,0.001,UB,U,B,225,0.05299999999999727,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.440372339090004,0.176,UB,U,B,225,0.05299999999999727,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.8161867546964285,0.009,UB,U,B,225,0.05299999999999727,CCA,0,0,0,0,0,1,1,1,1,1
env1,43.397683448686266,0.001,UB,U,B,225,0.0519999999999925,CCA,0,0,0,0,0,0,0,0,0,0
env2,36.29575263502381,0.001,UB,U,B,225,0.0519999999999925,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.5793813929220664,0.128,UB,U,B,225,0.0519999999999925,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.8549018381118623,0.574,UB,U,B,225,0.0519999999999925,CCA,0,0,0,0,0,0,0,0,0,0
env1,79.07743411864554,0.001,UB,U,B,400,0.045000000000015916,CCA,0,0,0,0,0,0,0,0,0,0
env2,68.45989703159445,0.001,UB,U,B,400,0.045000000000015916,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.6006885028803763,0.12,UB,U,B,400,0.045000000000015916,CCA,0,0,0,0,0,0,0,0,0,0
Noise,4.227822247238506,0.001,UB,U,B,400,0.045000000000015916,CCA,0,0,0,0,0,1,1,1,1,1
env1,78.83750069189408,0.001,UB,U,B,400,0.054000000000002046,CCA,0,0,0,0,0,0,0,0,0,0
env2,67.58792210635104,0.001,UB,U,B,400,0.054000000000002046,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.9916609104768193,0.039,UB,U,B,400,0.054000000000002046,CCA,0,0,0,0,0,0,0,1,1,1
Noise,1.3988040919484872,0.2,UB,U,B,400,0.054000000000002046,CCA,0,0,0,0,0,0,0,0,0,0
env1,78.3718792993284,0.001,UB,U,B,400,0.06799999999998363,CCA,0,0,0,0,0,0,0,0,0,0
env2,67.72483382532727,0.001,UB,U,B,400,0.06799999999998363,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.2432968380804195,0.264,UB,U,B,400,0.06799999999998363,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.1334879840259817,0.333,UB,U,B,400,0.06799999999998363,CCA,0,0,0,0,0,0,0,0,0,0
env1,79.10050632782458,0.001,UB,U,B,400,0.06799999999998363,CCA,0,0,0,0,0,0,0,0,0,0
env2,68.02052996097846,0.001,UB,U,B,400,0.06799999999998363,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.814205782522389,0.006,UB,U,B,400,0.06799999999998363,CCA,0,0,0,0,0,1,1,1,1,1
Noise,0.7632593856700424,0.621,UB,U,B,400,0.06799999999998363,CCA,0,0,0,0,0,0,0,0,0,0
env1,78.46760500778876,0.001,UB,U,B,400,0.0519999999999925,CCA,0,0,0,0,0,0,0,0,0,0
env2,68.022707507901,0.001,UB,U,B,400,0.0519999999999925,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.8930215057193482,0.005,UB,U,B,400,0.0519999999999925,CCA,0,0,0,0,0,1,1,1,1,1
Noise,1.5985819714616472,0.129,UB,U,B,400,0.0519999999999925,CCA,0,0,0,0,0,0,0,0,0,0
env1,123.84922638844387,0.001,UB,U,B,625,0.07499999999998863,CCA,0,0,0,0,0,0,0,0,0,0
env2,106.59758048825007,0.001,UB,U,B,625,0.07499999999998863,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.8474591451852556,0.004,UB,U,B,625,0.07499999999998863,CCA,0,0,0,0,0,1,1,1,1,1
Noise,3.0639055280091108,0.003,UB,U,B,625,0.07499999999998863,CCA,0,0,0,0,0,1,1,1,1,1
env1,123.65510564034486,0.001,UB,U,B,625,0.0630000000000166,CCA,0,0,0,0,0,0,0,0,0,0
env2,106.98494523689246,0.001,UB,U,B,625,0.0630000000000166,CCA,0,0,0,0,0,0,0,0,0,0
Noise,4.000773057670925,0.001,UB,U,B,625,0.0630000000000166,CCA,0,0,0,0,0,1,1,1,1,1
Noise,2.2557154257049032,0.023,UB,U,B,625,0.0630000000000166,CCA,0,0,0,0,0,0,1,1,1,1
env1,122.27270019449949,0.001,UB,U,B,625,0.07400000000001228,CCA,0,0,0,0,0,0,0,0,0,0
env2,106.62399111195776,0.001,UB,U,B,625,0.07400000000001228,CCA,0,0,0,0,0,0,0,0,0,0
Noise,3.1368429476794217,0.005,UB,U,B,625,0.07400000000001228,CCA,0,0,0,0,0,1,1,1,1,1
Noise,1.8070547529176688,0.089,UB,U,B,625,0.07400000000001228,CCA,0,0,0,0,0,0,0,0,0,1
env1,122.14921363991844,0.001,UB,U,B,625,0.0689999999999884,CCA,0,0,0,0,0,0,0,0,0,0
env2,105.25163906807788,0.001,UB,U,B,625,0.0689999999999884,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.7755818055111754,0.616,UB,U,B,625,0.0689999999999884,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.4542919062835498,0.183,UB,U,B,625,0.0689999999999884,CCA,0,0,0,0,0,0,0,0,0,0
env1,122.9661734622704,0.001,UB,U,B,625,0.09799999999998477,CCA,0,0,0,0,0,0,0,0,0,0
env2,106.0063806976194,0.001,UB,U,B,625,0.09799999999998477,CCA,0,0,0,0,0,0,0,0,0,0
Noise,3.2044543920288127,0.004,UB,U,B,625,0.09799999999998477,CCA,0,0,0,0,0,1,1,1,1,1
Noise,1.428738123725923,0.181,UB,U,B,625,0.09799999999998477,CCA,0,0,0,0,0,0,0,0,0,0
env1,178.1650594376417,0.001,UB,U,B,900,0.10099999999999909,CCA,0,0,0,0,0,0,0,0,0,0
env2,152.96676369106356,0.001,UB,U,B,900,0.10099999999999909,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.9337252344055151,0.046,UB,U,B,900,0.10099999999999909,CCA,0,0,0,0,0,0,0,1,1,1
Noise,5.752589201520811,0.001,UB,U,B,900,0.10099999999999909,CCA,0,0,0,0,0,1,1,1,1,1
env1,177.3411694005004,0.001,UB,U,B,900,0.09399999999999409,CCA,0,0,0,0,0,0,0,0,0,0
env2,151.82367192462863,0.001,UB,U,B,900,0.09399999999999409,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.4366808088996392,0.02,UB,U,B,900,0.09399999999999409,CCA,0,0,0,0,0,0,1,1,1,1
Noise,0.8381269983585982,0.549,UB,U,B,900,0.09399999999999409,CCA,0,0,0,0,0,0,0,0,0,0
env1,176.50523361050307,0.001,UB,U,B,900,0.08400000000000318,CCA,0,0,0,0,0,0,0,0,0,0
env2,152.3275118165086,0.001,UB,U,B,900,0.08400000000000318,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.5003398195244486,0.01,UB,U,B,900,0.08400000000000318,CCA,0,0,0,0,0,0,1,1,1,1
Noise,5.42486645605916,0.001,UB,U,B,900,0.08400000000000318,CCA,0,0,0,0,0,1,1,1,1,1
env1,177.24640077322738,0.001,UB,U,B,900,0.08400000000000318,CCA,0,0,0,0,0,0,0,0,0,0
env2,153.20427727465952,0.001,UB,U,B,900,0.08400000000000318,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.675425602613842,0.008,UB,U,B,900,0.08400000000000318,CCA,0,0,0,0,0,1,1,1,1,1
Noise,3.7160583441334256,0.001,UB,U,B,900,0.08400000000000318,CCA,0,0,0,0,0,1,1,1,1,1
env1,176.76232182935993,0.001,UB,U,B,900,0.09999999999999432,CCA,0,0,0,0,0,0,0,0,0,0
env2,152.89177981536736,0.001,UB,U,B,900,0.09999999999999432,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.4768745935435774,0.013,UB,U,B,900,0.09999999999999432,CCA,0,0,0,0,0,0,1,1,1,1
Noise,2.5854339343108266,0.012,UB,U,B,900,0.09999999999999432,CCA,0,0,0,0,0,0,1,1,1,1
env1,0.08712845304952206,0.972,LL,L,L,25,0.19999999999999973,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.005723763327619164,1,LL,L,L,25,0.19999999999999973,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.006950020820816423,1,LL,L,L,25,0.19999999999999973,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.14857653220061795,0.916,LL,L,L,25,0.19999999999999973,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.017873495684490915,0.994,LL,L,L,25,0.17000000000000037,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.008771064242803763,1,LL,L,L,25,0.17000000000000037,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.10557251016453849,0.947,LL,L,L,25,0.17000000000000037,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.03178682030464678,0.996,LL,L,L,25,0.17000000000000037,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.022679080481852507,0.996,LL,L,L,25,0.20999999999999996,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.015208813132405812,0.999,LL,L,L,25,0.20999999999999996,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.02296811266491079,0.995,LL,L,L,25,0.20999999999999996,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.0754245516271732,0.952,LL,L,L,25,0.20999999999999996,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.00392122275597089,1,LL,L,L,25,0.22999999999999954,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.056714829736529325,0.988,LL,L,L,25,0.22999999999999954,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.10197478926587089,0.957,LL,L,L,25,0.22999999999999954,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.012200890775356138,1,LL,L,L,25,0.22999999999999954,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.02083686560985872,0.999,LL,L,L,25,0.29000000000000004,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.021162973954122814,0.997,LL,L,L,25,0.29000000000000004,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.011781351248466444,1,LL,L,L,25,0.29000000000000004,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.017332552055427913,0.999,LL,L,L,25,0.29000000000000004,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.08446091477316332,0.99,LL,L,L,100,0.2999999999999998,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.09217425779952952,0.988,LL,L,L,100,0.2999999999999998,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.033271496080149954,1,LL,L,L,100,0.2999999999999998,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.04048071191141091,0.997,LL,L,L,100,0.2999999999999998,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.13421683947977472,0.973,LL,L,L,100,0.22000000000000064,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.07426091612729999,0.996,LL,L,L,100,0.22000000000000064,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.039589253501087995,1,LL,L,L,100,0.22000000000000064,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.07957002997127963,0.989,LL,L,L,100,0.22000000000000064,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.09739690817067963,0.991,LL,L,L,100,0.2400000000000002,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.09683108282858624,0.987,LL,L,L,100,0.2400000000000002,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.012716664951459868,1,LL,L,L,100,0.2400000000000002,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.0038633305391892405,1,LL,L,L,100,0.2400000000000002,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.09237154856037595,0.992,LL,L,L,100,0.29999999999999893,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.09796370065371864,0.989,LL,L,L,100,0.29999999999999893,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.021022296278158232,1,LL,L,L,100,0.29999999999999893,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.12152800675948766,0.964,LL,L,L,100,0.29999999999999893,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.11868886795130988,0.979,LL,L,L,100,0.2699999999999996,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.10964396781778875,0.983,LL,L,L,100,0.2699999999999996,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.022030252038765758,0.999,LL,L,L,100,0.2699999999999996,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.07400425564740049,0.993,LL,L,L,100,0.2699999999999996,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.46226085799827626,0.74,LL,L,L,225,0.3699999999999992,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.5059307873317964,0.673,LL,L,L,225,0.3699999999999992,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.04003771386124947,0.998,LL,L,L,225,0.3699999999999992,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.0259813267769919,1,LL,L,L,225,0.3699999999999992,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.41227285852777623,0.742,LL,L,L,225,0.47999999999999865,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.44193072664917094,0.729,LL,L,L,225,0.47999999999999865,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.17167171175137583,0.943,LL,L,L,225,0.47999999999999865,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.015140624749809485,1,LL,L,L,225,0.47999999999999865,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.49297540965802183,0.716,LL,L,L,225,0.3899999999999988,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.4866224092052835,0.708,LL,L,L,225,0.3899999999999988,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.009460219481314902,1,LL,L,L,225,0.3899999999999988,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.06089772325696996,0.995,LL,L,L,225,0.3899999999999988,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.5711400660068862,0.632,LL,L,L,225,0.370000000000001,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.5403444020634887,0.648,LL,L,L,225,0.370000000000001,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.07390124749971419,0.987,LL,L,L,225,0.370000000000001,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.3340521584186617,0.776,LL,L,L,225,0.370000000000001,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.4795411339762864,0.731,LL,L,L,225,0.3100000000000005,CCA,1,1,1,1,1,0,0,0,0,0
env2,0.48725189569932736,0.695,LL,L,L,225,0.3100000000000005,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.10508671684627659,0.97,LL,L,L,225,0.3100000000000005,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.13215668445721648,0.955,LL,L,L,225,0.3100000000000005,CCA,0,0,0,0,0,0,0,0,0,0
env2,8.793513738082611,0.001,LB,L,B,25,0.024999999999977263,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.02374419910930132,0.999,LB,L,B,25,0.024999999999977263,CCA,1,1,1,1,1,0,0,0,0,0
Noise,1.848804565296049,0.112,LB,L,B,25,0.024999999999977263,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.600848012607323,0.161,LB,L,B,25,0.024999999999977263,CCA,0,0,0,0,0,0,0,0,0,0
env2,9.688996873174924,0.001,LB,L,B,25,0.040000000000020464,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.007326784216789978,1,LB,L,B,25,0.040000000000020464,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.4140754335751518,0.832,LB,L,B,25,0.040000000000020464,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.919686598078566,0.092,LB,L,B,25,0.040000000000020464,CCA,0,0,0,0,0,0,0,0,0,1
env2,11.183118932372704,0.001,LB,L,B,25,0.03200000000001069,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.11470987680309339,0.986,LB,L,B,25,0.03200000000001069,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.70689465178585,0.589,LB,L,B,25,0.03200000000001069,CCA,0,0,0,0,0,0,0,0,0,0
Noise,4.383233678851459,0.003,LB,L,B,25,0.03200000000001069,CCA,0,0,0,0,0,1,1,1,1,1
env2,9.342425975802339,0.001,LB,L,B,25,0.02800000000002001,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.09725481890102662,0.985,LB,L,B,25,0.02800000000002001,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.5365133133865289,0.73,LB,L,B,25,0.02800000000002001,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.9217866933700444,0.462,LB,L,B,25,0.02800000000002001,CCA,0,0,0,0,0,0,0,0,0,0
env2,9.565669969254555,0.001,LB,L,B,25,0.03100000000000591,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.14566183693122045,0.964,LB,L,B,25,0.03100000000000591,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.7840385634944231,0.554,LB,L,B,25,0.03100000000000591,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.9916809249282031,0.441,LB,L,B,25,0.03100000000000591,CCA,0,0,0,0,0,0,0,0,0,0
env2,48.051229303594106,0.001,LB,L,B,100,0.04099999999999682,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.02429433868313377,1,LB,L,B,100,0.04099999999999682,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.9121951817936521,0.478,LB,L,B,100,0.04099999999999682,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.747743873941397,0.023,LB,L,B,100,0.04099999999999682,CCA,0,0,0,0,0,0,1,1,1,1
env2,48.08494044444595,0.001,LB,L,B,100,0.05000000000001137,CCA,0,0,0,0,0,0,0,0,0,0
env1,2.79331536077029e-4,1,LB,L,B,100,0.05000000000001137,CCA,1,1,1,1,1,0,0,0,0,0
Noise,1.665036473445099,0.135,LB,L,B,100,0.05000000000001137,CCA,0,0,0,0,0,0,0,0,0,0
Noise,1.4475413944769797,0.208,LB,L,B,100,0.05000000000001137,CCA,0,0,0,0,0,0,0,0,0,0
env2,47.9031863115225,0.001,LB,L,B,100,0.051000000000016144,CCA,0,0,0,0,0,0,0,0,0,0
env1,6.619352334611947e-4,1,LB,L,B,100,0.051000000000016144,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.8223303812474855,0.513,LB,L,B,100,0.051000000000016144,CCA,0,0,0,0,0,0,0,0,0,0
Noise,2.3203604424695077,0.051,LB,L,B,100,0.051000000000016144,CCA,0,0,0,0,0,0,0,0,1,1
env2,46.90949396492975,0.001,LB,L,B,100,0.038000000000010914,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.0019585625751265398,1,LB,L,B,100,0.038000000000010914,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.27703568720148253,0.941,LB,L,B,100,0.038000000000010914,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.9189016036695582,0.436,LB,L,B,100,0.038000000000010914,CCA,0,0,0,0,0,0,0,0,0,0
env2,47.9645554288273,0.001,LB,L,B,100,0.03200000000001069,CCA,0,0,0,0,0,0,0,0,0,0
env1,7.288394163792292e-5,1,LB,L,B,100,0.03200000000001069,CCA,1,1,1,1,1,0,0,0,0,0
Noise,1.9497629507480752,0.097,LB,L,B,100,0.03200000000001069,CCA,0,0,0,0,0,0,0,0,0,1
Noise,0.5885280031366399,0.7,LB,L,B,100,0.03200000000001069,CCA,0,0,0,0,0,0,0,0,0,0
env2,113.06816932302857,0.001,LB,L,B,225,0.05099999999998772,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.031115007377676748,1,LB,L,B,225,0.05099999999998772,CCA,1,1,1,1,1,0,0,0,0,0
Noise,1.6224714459202592,0.169,LB,L,B,225,0.05099999999998772,CCA,0,0,0,0,0,0,0,0,0,0
Noise,3.5996099548628777,0.01,LB,L,B,225,0.05099999999998772,CCA,0,0,0,0,0,0,1,1,1,1
env2,112.43290617251833,0.001,LB,L,B,225,0.04800000000000182,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.012881907737176677,1,LB,L,B,225,0.04800000000000182,CCA,1,1,1,1,1,0,0,0,0,0
Noise,1.0576755594274132,0.365,LB,L,B,225,0.04800000000000182,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.5997036049382373,0.665,LB,L,B,225,0.04800000000000182,CCA,0,0,0,0,0,0,0,0,0,0
env2,112.09060890719329,0.001,LB,L,B,225,0.0589999999999975,CCA,0,0,0,0,0,0,0,0,0,0
env1,9.452114973136588e-4,1,LB,L,B,225,0.0589999999999975,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.5371440241357591,0.719,LB,L,B,225,0.0589999999999975,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.47446570443617153,0.779,LB,L,B,225,0.0589999999999975,CCA,0,0,0,0,0,0,0,0,0,0
env2,112.0254299225725,0.001,LB,L,B,225,0.033999999999991815,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.01325311440903861,1,LB,L,B,225,0.033999999999991815,CCA,1,1,1,1,1,0,0,0,0,0
Noise,1.709837287582879,0.137,LB,L,B,225,0.033999999999991815,CCA,0,0,0,0,0,0,0,0,0,0
Noise,0.9635792836119903,0.441,LB,L,B,225,0.033999999999991815,CCA,0,0,0,0,0,0,0,0,0,0
env2,112.47405744705381,0.001,LB,L,B,225,0.03799999999998249,CCA,0,0,0,0,0,0,0,0,0,0
env1,0.0021575887607480407,1,LB,L,B,225,0.03799999999998249,CCA,1,1,1,1,1,0,0,0,0,0
Noise,0.9262863958238462,0.425,LB,L,B,225,0.03799999999998249,CCA,0,0,0,0,0,0,0,0,0,0
